"ortólogo"	"sitio"	"deleciones"	"species"
"12748_cobyrinate_a-c-diami...codon.alg.fasta.phy"	"413:420"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13581_LmeA_family_phosphol...codon.alg.fasta.phy"	"698:705"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13914_isochorismate_syntha...codon.alg.fasta.phy"	"917:924"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13158_lipoate--protein_lig...codon.alg.fasta.phy"	"826:833"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"12714_glycosyltransferase_...codon.alg.fasta.phy"	"3:10"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"11755_glycosyltransferase_...codon.alg.fasta.phy"	"672:679"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"11755_glycosyltransferase_...codon.alg.fasta.phy"	"1202:1209"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13635_DUF697_domain-contai...codon.alg.fasta.phy"	"679:686"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"12758_HAD_family_hydrolase.codon.alg.fasta.phy"	"619:626"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"14326_smc.codon.alg.fasta.phy"	"322:329"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13064_lspA.codon.alg.fasta.phy"	"492:499"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"12899_Mur_ligase_family_pr...codon.alg.fasta.phy"	"767:774"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"12775_era.codon.alg.fasta.phy"	"674:681"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"14039_endonuclease_MutS2.codon.alg.fasta.phy"	"1094:1101"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"11821_NAD+_synthase.codon.alg.fasta.phy"	"462:469"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"12852_ComF_family_protein.codon.alg.fasta.phy"	"3:10"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"12059_nusA.codon.alg.fasta.phy"	"1399:1406"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"12059_nusA.codon.alg.fasta.phy"	"1462:1469"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"11646_folK.codon.alg.fasta.phy"	"276:283"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"14095_rsmD.codon.alg.fasta.phy"	"404:411"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"12681_recJ.codon.alg.fasta.phy"	"1940:1947"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13870_bifunctional_ribofla...codon.alg.fasta.phy"	"196:203"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13870_bifunctional_ribofla...codon.alg.fasta.phy"	"1094:1101"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"14104_ATP-binding_protein.codon.alg.fasta.phy"	"1282:1289"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"11818_DNA-formamidopyrimid...codon.alg.fasta.phy"	"384:391"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"12162_larE.codon.alg.fasta.phy"	"710:717"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13664_proB.codon.alg.fasta.phy"	"683:690"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13043_IctB_family_putative...codon.alg.fasta.phy"	"1414:1421"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13971_dprA.codon.alg.fasta.phy"	"1236:1243"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13142_BMC_domain-containin...codon.alg.fasta.phy"	"48:55"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"13671_HAMP_domain-containi...codon.alg.fasta.phy"	"1055:1062"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"11962_glycosyltransferase.codon.alg.fasta.phy"	"1140:1147"	"5"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3,PCC_7502"
"12384_rnc.codon.alg.fasta.phy"	"165:172"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,PCC_7502"
"14115_trmB.codon.alg.fasta.phy"	"122:129"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,PCC_7502"
"13635_DUF697_domain-contai...codon.alg.fasta.phy"	"592:599"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,PCC_7502"
"11651_O-antigen_ligase_fam...codon.alg.fasta.phy"	"758:765"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3"
"11957_ATP-dependent_helica...codon.alg.fasta.phy"	"986:993"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,PCC_7502"
"11810_UDP-N-acetylmuramoyl...codon.alg.fasta.phy"	"50:57"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3"
"13680_sufD.codon.alg.fasta.phy"	"154:161"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,PCC_7502"
"11965_ion_transporter.codon.alg.fasta.phy"	"803:810"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,PCC_7502"
"12374_HAMP_domain-containi...codon.alg.fasta.phy"	"149:156"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3"
"11635_phosphoglucomutase-p...codon.alg.fasta.phy"	"498:505"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3"
"12802_o-succinylbenzoate_s...codon.alg.fasta.phy"	"1295:1302"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3"
"13723_CRR6_family_NdhI_mat...codon.alg.fasta.phy"	"109:116"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,PCC_7502"
"12494_cation-proton_antipo...codon.alg.fasta.phy"	"1907:1914"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3"
"11962_glycosyltransferase.codon.alg.fasta.phy"	"706:713"	"4"	"JA-2-3Ba,JA-3-3Ab,PCC_7336,ABRG5-3"
"12066_sfsA.codon.alg.fasta.phy"	"602:609"	"3"	"JA-2-3Ba,JA-3-3Ab,PCC_7336"
"12520_FAD-binding_protein.codon.alg.fasta.phy"	"55:62"	"3"	"JA-2-3Ba,ABRG5-3,PCC_7502"
"12694_J_domain-containing_...codon.alg.fasta.phy"	"509:516"	"3"	"JA-2-3Ba,JA-3-3Ab,PCC_7336"
"12256_caspase_family_prote...codon.alg.fasta.phy"	"775:782"	"3"	"JA-2-3Ba,ABRG5-3,PCC_7502"
"14098_DEAD-DEAH_box_helica...codon.alg.fasta.phy"	"2065:2072"	"3"	"JA-2-3Ba,JA-3-3Ab,PCC_7336"
"13882_mltG.codon.alg.fasta.phy"	"418:425"	"3"	"JA-2-3Ba,JA-3-3Ab,PCC_7336"
"12941_FAD-dependent_oxidor...codon.alg.fasta.phy"	"1768:1775"	"3"	"JA-2-3Ba,JA-3-3Ab,PCC_7336"
