"ortólogo"	"sitio"	"deleciones"	"species"
"14079_glycosyl_hydrolase.codon.alg.fasta.phy"	"1225:1232"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"12936_recO.codon.alg.fasta.phy"	"15:22"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"13635_DUF697_domain-contai...codon.alg.fasta.phy"	"1935:1942"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"13635_DUF697_domain-contai...codon.alg.fasta.phy"	"2045:2052"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"11651_O-antigen_ligase_fam...codon.alg.fasta.phy"	"17:24"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"11810_UDP-N-acetylmuramoyl...codon.alg.fasta.phy"	"959:966"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"13814_lipA.codon.alg.fasta.phy"	"139:146"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"12326_ppsA.codon.alg.fasta.phy"	"425:432"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"13819_PAS_domain-containin...codon.alg.fasta.phy"	"591:598"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"11799_four-carbon_acid_sug...codon.alg.fasta.phy"	"46:53"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"12233_NADH-quinone_oxidore...codon.alg.fasta.phy"	"1640:1647"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"12823_sodium-proton_antipo...codon.alg.fasta.phy"	"2320:2327"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"13404_thiL.codon.alg.fasta.phy"	"1037:1044"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
"12601_AAA_family_ATPase.codon.alg.fasta.phy"	"1127:1134"	"5"	"JA-2-3Ba,JA-3-3Ab,ABRG5-3,PCC_7502,PCC_7367"
