source:/home/lalibelulalo/PIPELINES_2023/ASR_ORTHOLOGUES/Pseudoanabaena_clade/pangenoma	Pseudanabaena_sp_ABRG5-3_GCF_003967015.1_genomic.gbff	Pseudanabaena_sp_PCC_7367_GCF_000317065.1_genomic.gbff	Synechococcus_sp_JA-2-3Ba_2-13_JA-2-3Ba_2-13_GCF_000013225.1_genomic.gbff	Synechococcus_sp_JA-3-3Ab_GCF_000013205.1_genomic.gbff	Synechococcus_sp_PCC_7336_GCF_000332275.1_genomic.gbff	Synechococcus_sp_PCC_7502_GCF_000317085.1_genomic.gbff	
1_prohibitin_family_pr...faa	ID:WP_126391019.1,ID:WP_126391247.1,	-	ID:WP_011433345.1,	-	ID:WP_017325680.1,	-	
2_hypothetical_protein.faa	ID:WP_126391021.1,	-	-	-	-	-	
3_DUF4019_domain-conta...faa	ID:WP_126391023.1,	-	-	-	-	-	
4_hypothetical_protein.faa	ID:WP_126391025.1,	-	-	-	-	-	
5_VWA_domain-containin...faa	ID:WP_126391027.1,ID:WP_126391029.1,	-	-	-	-	-	
7_hypothetical_protein.faa	ID:WP_126391031.1,ID:WP_126391033.1,	-	-	-	-	-	
9_CHAT_domain-containi...faa	ID:WP_225886885.1,	-	-	-	-	-	
10_YiaA-YiaB_family_inn...faa	ID:WP_126391035.1,	ID:WP_015165066.1,	-	-	-	ID:WP_015168176.1,ID:WP_015169916.1,	
11_hypothetical_protein.faa	ID:WP_126391037.1,	-	-	-	-	-	
12_M48_family_metallope...faa	ID:WP_126391039.1,	ID:WP_015164651.1,	-	-	-	-	
13_DUF1822_family_prote...faa	ID:WP_126391041.1,	-	-	-	-	-	
14_sigma-70_family_RNA_...faa	ID:WP_126391043.1,	-	-	-	-	-	
15_hpxO.faa	ID:WP_126391045.1,	-	-	-	ID:WP_017325206.1,	ID:WP_015169222.1,	
16_uraD.faa	ID:WP_126391047.1,	-	-	-	-	ID:WP_015169220.1,	
17_puuE.faa	ID:WP_126391049.1,	-	ID:WP_011433102.1,	-	-	ID:WP_015169219.1,	
18_ring-opening_amidohy...faa	ID:WP_126391051.1,	-	-	-	-	-	
19_gamma-glutamylcyclot...faa	ID:WP_126391053.1,	-	-	-	-	ID:WP_015167937.1,	
20_uraH.faa	ID:WP_126391055.1,	-	-	-	-	ID:WP_015169221.1,	
21_iron_uptake_porin.faa	ID:WP_126391057.1,ID:WP_126385493.1,ID:WP_126389774.1,	ID:WP_015166173.1,ID:WP_015166634.1,	-	-	-	ID:WP_015168481.1,	
22_hypothetical_protein.faa	ID:WP_162615728.1,	-	-	-	-	-	
24_ABC_transporter_ATP-...faa	ID:WP_126391061.1,	-	ID:WP_049749636.1,	-	-	-	
25_ABC_transporter_subs...faa	ID:WP_126391064.1,	-	ID:WP_011433537.1,	-	-	-	
27_Zn-dependent_hydrola...faa	ID:WP_126391068.1,	-	-	-	-	ID:WP_015167935.1,	
28_GntR_family_transcri...faa	ID:WP_126391070.1,	-	-	-	-	ID:WP_144050267.1,	
29_hypothetical_protein.faa	ID:WP_126391072.1,ID:WP_126391684.1,ID:WP_126391459.1,ID:WP_126390774.1,ID:WP_126391407.1,	-	-	-	-	-	
30_methyltransferase_do...faa	ID:WP_126391074.1,ID:WP_126390772.1,	ID:WP_015165940.1,	-	-	ID:WP_017327542.1,	ID:WP_015169551.1,	
31_isoprenylcysteine_ca...faa	ID:WP_126391076.1,ID:WP_126390770.1,	-	-	-	-	-	
32_ParB-RepB-Spo0J_fami...faa	ID:WP_126391078.1,	-	-	-	-	-	
33_ParA_family_protein.faa	ID:WP_126391080.1,ID:WP_126391676.1,ID:WP_126391483.1,ID:WP_126390767.1,ID:WP_126391441.1,	ID:WP_015146094.1,	ID:WP_011433472.1,	-	-	ID:WP_015146376.1,	
34_cadmium_resistance_t...faa	ID:WP_126391084.1,ID:WP_126391086.1,ID:WP_126391098.1,	-	-	-	-	-	
36_hypothetical_protein.faa	ID:WP_126391088.1,	-	-	-	-	-	
37_DUF202_domain-contai...faa	ID:WP_126391090.1,	-	-	-	-	-	
38_PhnD-SsuA-transferri...faa	ID:WP_126391092.1,	-	-	-	-	-	
39_tetratricopeptide_re...faa	ID:WP_126391094.1,	-	-	-	-	-	
40_LysR_substrate-bindi...faa	ID:WP_126391096.1,	-	-	-	-	-	
43_DUF4276_family_prote...faa	ID:WP_126391102.1,	-	-	-	-	-	
44_AAA_family_ATPase.faa	ID:WP_126391104.1,ID:WP_174235227.1,	-	-	-	-	-	
45_phosphatase_PAP2_fam...faa	ID:WP_126391106.1,	-	-	-	-	-	
46_sulfite_exporter_Tau...faa	ID:WP_126391108.1,	-	-	-	-	-	
47_hypothetical_protein.faa	ID:WP_174235323.1,	-	-	-	-	ID:WP_015168438.1,	
48_MgtC-SapB_family_pro...faa	ID:WP_126391110.1,	ID:WP_015164442.1,	-	-	ID:WP_083885819.1,	-	
49_sulfurtransferase.faa	ID:WP_126391112.1,	-	-	-	-	-	
50_Uma2_family_endonucl...faa	ID:WP_126391114.1,	-	-	-	-	-	
52_sulfate_ABC_transpor...faa	ID:WP_126391116.1,	-	-	-	-	ID:WP_015168377.1,	
53_helix-turn-helix_dom...faa	ID:WP_225886886.1,	-	-	-	ID:WP_083885669.1,ID:WP_083885670.1,	ID:WP_015168709.1,	
54_cysK.faa	ID:WP_126391118.1,	-	-	-	-	-	
55_cysE.faa	ID:WP_126391120.1,	-	-	-	-	-	
56_Rrf2_family_transcri...faa	ID:WP_126391122.1,	-	-	-	-	-	
57_J_domain-containing_...faa	ID:WP_126391124.1,	-	-	-	-	ID:WP_015168777.1,	
58_methyltransferase_do...faa	ID:WP_126391126.1,	-	-	-	-	ID:WP_246828923.1,	
59_iron_uptake_porin.faa	ID:WP_126391128.1,	-	-	-	-	-	
60_NADPH-dependent_oxid...faa	ID:WP_126391131.1,	-	-	-	-	-	
62_ATP-binding_cassette...faa	ID:WP_126391135.1,	-	-	-	-	-	
64_TSUP_family_transpor...faa	ID:WP_126391139.1,	-	-	-	-	-	
65_DUF2808_domain-conta...faa	ID:WP_126391141.1,	-	-	-	-	-	
67_glutathione_S-transf...faa	ID:WP_126391145.1,	ID:WP_015166315.1,	-	-	-	-	
68_LLM_class_flavin-dep...faa	ID:WP_126391147.1,	-	-	-	-	-	
69_hypothetical_protein.faa	ID:WP_126391149.1,	-	-	-	-	-	
71_MFS_transporter.faa	ID:WP_126391153.1,	-	-	-	-	-	
72_MarR_family_transcri...faa	ID:WP_126391155.1,	-	-	-	-	ID:WP_015167484.1,	
73_ABC_transporter_perm...faa	ID:WP_225886887.1,	-	-	-	-	-	
75_amidohydrolase_famil...faa	ID:WP_126391159.1,	-	-	-	ID:WP_017325710.1,	-	
76_aldo-keto_reductase.faa	ID:WP_126391253.1,ID:WP_225886787.1,ID:WP_126384330.1,	ID:WP_015165823.1,	-	-	ID:WP_017324006.1,	ID:WP_015169553.1,	
77_ABC_transporter_ATP-...faa	ID:WP_126391161.1,	-	-	-	-	-	
78_aliphatic_sulfonate_...faa	ID:WP_126391163.1,ID:WP_126391167.1,	-	-	-	-	-	
79_TauD-TfdA_family_dio...faa	ID:WP_126391165.1,	ID:WP_015165442.1,	-	-	-	-	
81_NIL_domain-containin...faa	ID:WP_126391169.1,	-	-	-	-	-	
85_hypothetical_protein.faa	ID:WP_263972241.1,	-	-	-	-	-	
86_hypothetical_protein.faa	ID:WP_126391175.1,	-	-	-	-	-	
87_hypothetical_protein.faa	ID:WP_126391177.1,	-	-	-	-	ID:WP_015168740.1,	
88_hypothetical_protein.faa	ID:WP_126391179.1,	-	-	-	-	-	
89_NACHT_domain-contain...faa	ID:WP_126391181.1,	-	-	-	-	ID:WP_015168739.1,	
90_hemerythrin_domain-c...faa	ID:WP_126391183.1,	-	-	-	-	ID:WP_015146394.1,	
91_hypothetical_protein.faa	ID:WP_225886882.1,ID:WP_126391493.1,	-	-	-	-	ID:WP_015169170.1,	
92_hypothetical_protein.faa	ID:WP_162615729.1,	-	-	-	-	-	
93_hypothetical_protein.faa	ID:WP_126391185.1,	-	-	-	-	ID:WP_015146382.1,	
94_GGDEF_domain-contain...faa	ID:WP_126391259.1,	-	-	-	-	ID:WP_015168713.1,	
95_MFS_transporter.faa	ID:WP_126391187.1,	-	-	-	-	ID:WP_015168541.1,	
96_YggT_family_protein.faa	ID:WP_126391189.1,	-	-	-	-	-	
97_sterol_desaturase_fa...faa	ID:WP_225886883.1,	-	-	-	ID:WP_038027217.1,	ID:WP_015168992.1,	
98_hypothetical_protein.faa	ID:WP_162615730.1,	-	-	-	-	-	
99_CsbD_family_protein.faa	ID:WP_126391193.1,	ID:WP_015164172.1,	ID:WP_041436874.1,	-	ID:WP_017328401.1,ID:WP_017328402.1,	ID:WP_015168991.1,	
100_CsbD_family_protein.faa	ID:WP_197725287.1,	-	-	-	-	-	
101_hypothetical_protein.faa	ID:WP_126391195.1,	-	-	-	-	-	
102_IS1_family_transposa...faa	ID:WP_126391197.1,ID:WP_126391603.1,ID:WP_126391621.1,	-	-	-	-	-	
103_glycoside_hydrolase_...faa	ID:WP_225886884.1,	-	-	-	-	-	
104_hypothetical_protein.faa	ID:WP_126391199.1,	-	-	-	-	-	
105_tetratricopeptide_re...faa	ID:WP_126391201.1,	-	-	-	-	-	
106_hypothetical_protein.faa	ID:WP_126391203.1,	-	-	-	-	-	
107_type_II_toxin-antito...faa	ID:WP_126391205.1,	-	-	-	-	-	
108_hypothetical_protein.faa	ID:WP_126391207.1,	-	-	-	-	-	
109_MBL_fold_metallo-hyd...faa	ID:WP_126391209.1,	-	-	-	-	-	
110_IS982_family_transpo...faa	ID:WP_126384899.1,ID:WP_126384899.1,ID:WP_126385890.1,ID:WP_126384899.1,	-	-	-	-	ID:WP_041430184.1,	
111_MBL_fold_metallo-hyd...faa	ID:WP_126391211.1,	-	-	-	-	-	
112_hypothetical_protein.faa	ID:WP_126391213.1,	-	-	-	-	-	
113_sensor_histidine_kin...faa	ID:WP_126391215.1,	-	-	-	-	-	
114_hypothetical_protein.faa	ID:WP_126391217.1,	-	-	-	-	-	
115_hypothetical_protein.faa	ID:WP_126391220.1,	-	-	-	ID:WP_017327834.1,	-	
116_DUF1822_family_prote...faa	ID:WP_126391221.1,	-	-	-	ID:WP_038026146.1,	-	
